1,SUV,LICENCIATURA EN TECNOLOGIAS E INFORMACION,65.0000,113,105,116
2,CUAAD,LICENCIATURA EN ARQUITECTURA,165.9967,220,220,1194
2,CUAAD,LICENCIATURA EN DISEÑO ARTE Y TECNOLOGIAS INTERACTIVAS,178.6667,21,21,571
2,CUAAD,LICENCIATURA EN DISEÑO DE INTERIORES Y AMBIENTACION ,155.9400,60,60,329
2,CUAAD,LICENCIATURA EN DISEÑO DE MODAS,162.5000,40,40,231
2,CUAAD,LICENCIATURA EN DISEÑO INDUSTRIAL,161.0867,80,80,393
2,CUAAD,LICENCIATURA EN DISEÑO PARA LA COMUNICACION GRAFICA,151.4333,170,170,651
2,CUAAD,LICENCIATURA EN URBANISTICA Y MEDIO AMBIENTE,73.1400,50,45,45
2,CUAAD,LICENCIATURA EN MUSICA CON ORIENTACION EN CANTO,88.0000,5,1,1
2,CUAAD,LICENCIATURA EN MUSICA CON ORIENTACION EN COMPOSICION,75.4600,10,5,5
2,CUAAD,LICENCIATURA EN MUSICA CON ORIENTACION EN DIRECCION CORAL,76.3300,10,4,4
2,CUAAD,LICENCIATURA EN MUSICA CON ORIENTACION EN EJECUTANTE,73.0000,25,15,15
2,CUAAD,LICENCIATURA EN MUSICA CON ORIENTACION EN PEDAGOGIA MUSICAL,89.3500,10,5,5
2,CUAAD,TECNICO EN MUSICA,68.0000,150,109,109
2,CUAAD,LICENCIATURA EN ARTES ESCENICAS PARA LA EXPRESION DANCISTICA,68.0000,37,37,37
2,CUAAD,LICENCIATURA EN ARTES ESCENICAS PARA LA EXPRESION TEATRAL,73.5900,25,23,23
2,CUAAD,LICENCIATURA EN ARTES VISUALES PARA LA EXPRESION FOTOGRAFICA,71.0000,60,57,57
2,CUAAD,LICENCIATURA EN ARTES VISUALES PARA LA EXPRESION PLASTICA,77.8800,61,61,61
2,CUCBA,INGENIERO AGRONOMO,82.5000,260,260,411
2,CUCBA,LICENCIATURA EN AGRONEGOCIOS,67.8100,50,45,45
2,CUCBA,LICENCIATURA EN BIOLOGIA,76.6200,260,260,279
2,CUCBA,LICENCIATURA EN CIENCIA DE LOS ALIMENTOS,69.0000,40,38,38
2,CUCBA,LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA,92.3800,270,270,1404
2,CUCEA,INGENIERIA EN NEGOCIOS,92.0000,91,91,241
2,CUCEA,LICENCIATURA EN ADMINISTRACION,139.0367,385,385,933
2,CUCEA,LICENCIATURA EN ADMINISTRACION FINANCIERA Y SISTEMAS,157.3333,245,245,834
2,CUCEA,LICENCIATURA EN ADMINISTRACION GUBERNAMENTAL Y POLITICAS PUBLICAS ,75.8600,90,90,102
2,CUCEA,LICENCIATURA EN CONTADURIA PUBLICA,144.9033,465,465,1190
2,CUCEA,LICENCIATURA EN ECONOMIA,87.0000,111,111,211
2,CUCEA,LICENCIATURA EN GESTION DE NEGOCIOS GASTRONOMICOS,91.8800,128,128,498
2,CUCEA,LICENCIATURA EN GESTION Y ECONOMIA AMBIENTAL,80.0500,46,46,52
2,CUCEA,LICENCIATURA EN MERCADOTECNIA,149.1000,299,299,994
2,CUCEA,LICENCIATURA EN NEGOCIOS INTERNACIONALES,151.4267,456,456,1521
2,CUCEA,LICENCIATURA EN RECURSOS HUMANOS,86.4000,165,165,421
2,CUCEA,LICENCIATURA EN RELACIONES PUBLICAS Y COMUNICACION ,89.0000,94,94,282
2,CUCEA,LICENCIATURA EN TECNOLOGIAS DE LA INFORMACION,74.8700,104,104,115
2,CUCEA,LICENCIATURA EN TURISMO,87.0000,172,172,319
2,CUCEI,INGENIERIA BIOMEDICA,170.7500,110,110,384
2,CUCEI,INGENIERIA CIVIL,163.7800,140,140,740
2,CUCEI,INGENIERIA EN COMPUTACION,153.7000,300,300,864
2,CUCEI,INGENIERIA EN COMUNICACIONES Y ELECTRONICA,140.3333,130,109,211
2,CUCEI,INGENIERIA EN LOGISTICA Y TRANSPORTE,127.9000,50,39,60
2,CUCEI,INGENIERIA EN TOPOGRAFIA GEOMATICA,125.4033,50,21,33
2,CUCEI,INGENIERIA FOTONICA,140.4533,25,13,29
2,CUCEI,INGENIERIA INDUSTRIAL,158.6667,215,215,993
2,CUCEI,INGENIERIA INFORMATICA,150.3700,275,275,703
2,CUCEI,INGENIERIA MECANICA ELECTRICA,152.1067,210,210,631
2,CUCEI,INGENIERIA QUIMICA,163.3667,170,170,593
2,CUCEI,INGENIERIA ROBOTICA,163.9167,70,70,254
2,CUCEI,LICENCIATURA EN CIENCIA DE MATERIALES,141.8800,35,9,19
2,CUCEI,LICENCIATURA EN FISICA,173.1667,65,65,263
2,CUCEI,LICENCIATURA EN INGENIERIA EN ALIMENTOS Y BIOTECNOLOGIA,154.3100,70,70,246
2,CUCEI,LICENCIATURA EN MATEMATICAS,145.8333,60,60,92
2,CUCEI,LICENCIATURA EN QUIMICA,140.1133,92,92,140
2,CUCEI,LICENCIATURA EN QUIMICO FARMACEUTICO BIOLOGO,169.2167,180,180,1251
2,CUCS,CARRERA DE ENFERMERIA (SEMIESCOLARIZADA),67.0000,10,10,10
2,CUCS,CARRERA EN ENFERMERIA,63.0000,186,123,123
2,CUCS,LICENCIATURA EN CIENCIAS FORENSES,95.4400,33,33,255
2,CUCS,LICENCIATURA EN CIRUJANO DENTISTA,168.0800,157,157,1514
2,CUCS,LICENCIATURA EN CULTURA FISICA Y DEPORTES,142.2500,186,186,721
2,CUCS,LICENCIATURA EN ENFERMERIA,151.1567,244,244,1508
2,CUCS,LICENCIATURA EN ENFERMERIA (MODALIDAD A DISTANCIA),68.6100,12,12,12
2,CUCS,LICENCIATURA EN ENFERMERIA (NIVELACION),67.4000,53,47,47
2,CUCS,LICENCIATURA EN NUTRICION,158.3767,124,124,797
2,CUCS,LICENCIATURA EN PODOLOGIA,90.1500,30,30,133
2,CUCS,LICENCIATURA EN PSICOLOGIA ,164.2700,218,218,1824
2,CUCS,MEDICO CIRUJANO Y PARTERO,180.4167,367,367,4403
2,CUCS,TECNICO SUPERIOR UNIVERSITARIO EN EMERGENCIASSEGURIDAD LABORAL Y RESCATES,86.2600,62,62,181
2,CUCS,TECNICO SUPERIOR UNIVERSITARIO EN PROTESIS DENTAL,76.0000,63,63,71
2,CUCS,TECNICO SUPERIOR UNIVERSITARIO EN RADIOLOGIA E IMAGEN,83.2800,94,94,189
2,CUCS,TECNICO SUPERIOR UNIVERSITARIO EN TERAPIA FISICA,93.5500,62,62,436
2,CUCS,TECNICO SUPERIOR UNIVERSITARIO EN TERAPIA RESPIRATORIA ,78.6100,32,32,51
2,CUCSH,ABOGADO,148.0000,420,420,1404
2,CUCSH,ABOGADO (SEMIESCOLARIZADO),84.0300,200,200,493
2,CUCSH,LICENCIATURA EN ANTROPOLOGIA,86.1700,40,40,65
2,CUCSH,LICENCIATURA EN DIDACTICA DEL FRANCES COMO LENGUA EXTRANJERA,73.0800,34,33,33
2,CUCSH,LICENCIATURA EN DOCENCIA DEL INGLES COMO LENGUA EXTRANJERA,78.8500,45,45,45
2,CUCSH,LICENCIATURA EN FILOSOFIA,69.0000,61,59,59
2,CUCSH,LICENCIATURA EN GEOGRAFIA,65.0000,50,21,21
2,CUCSH,LICENCIATURA EN HISTORIA,70.8700,90,85,85
2,CUCSH,LICENCIATURA EN LETRAS HISPANICAS,86.0300,82,82,134
2,CUCSH,LICENCIATURA EN CRIMINOLOGIA,143.1067,90,90,335
2,CUCSH,LICENCIATURA EN ESCRITURA CREATIVA,87.9200,40,40,75
2,CUCSH,LICENCIATURA EN ESTUDIOS POLITICOS Y GOBIERNO,67.0000,80,78,78
